,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,IS_SUCCESSFUL,ASK_AMT_BIN
22376,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
22377,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,0,1000000
22378,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,1,Other
22379,T4,Independent,C1000,ProductDev,Trust,1,0,N,1,5000
22380,T3,Independent,C1000,Preservation,Association,1,0,N,1,5000
22381,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
22382,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,1,5000
22383,T3,Independent,Other,Preservation,Trust,1,0,N,0,5000
22384,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
22385,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22386,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
22387,T3,CompanySponsored,Other,Preservation,Trust,1,0,N,0,5000
22388,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,1,5000
22389,T5,Independent,C3000,ProductDev,Co-operative,1,100000-499999,N,1,1000000
22390,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
22391,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
22392,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22393,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22394,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
22395,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
22396,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
22397,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
22398,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22399,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
22400,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
22401,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22402,T6,Independent,C2000,ProductDev,Trust,1,0,N,1,5000
22403,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22404,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
22405,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22406,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22407,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22408,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22409,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22410,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22411,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22412,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22413,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22414,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22415,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22416,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22417,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22418,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22419,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
22420,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22421,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
22422,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22423,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22424,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22425,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22426,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22427,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22428,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22429,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22430,T3,Independent,Other,Preservation,Trust,1,0,N,0,5000
22431,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22432,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22433,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22434,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22435,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22436,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
22437,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22438,Other,Independent,C1000,ProductDev,Co-operative,1,25000-99999,N,1,Other
22439,T5,Independent,C1000,ProductDev,Co-operative,1,10M-50M,N,1,Other
22440,T10,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,1,1000000
22441,T10,Independent,C1000,Preservation,Association,1,0,N,1,5000
22442,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22443,T10,Independent,C1000,Preservation,Association,1,0,N,1,5000
22444,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,0,50000
22445,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22446,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,1,1000000
22447,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22448,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,1,1000000
22449,T19,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,0,1000000
22450,T7,Independent,C1000,ProductDev,Association,1,100000-499999,N,1,50000
22451,T3,CompanySponsored,C1200,Preservation,Association,1,5M-10M,N,1,Other
22452,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,1,5000
22453,T19,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,1,1000000
22454,T4,CompanySponsored,C1000,ProductDev,Association,1,25000-99999,N,0,Other
22455,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
22456,T4,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
22457,T19,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
22458,T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,0,1000000
22459,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22460,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22461,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,0,Other
22462,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22463,T8,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,1,1000000
22464,T19,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
22465,T3,CompanySponsored,C1000,Preservation,Trust,1,10000-24999,N,0,1000000
22466,T19,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,0,50000
22467,T3,CompanySponsored,C1000,ProductDev,Association,1,25000-99999,N,1,1000000
22468,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22469,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22470,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22471,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,1,Other
22472,T10,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,1,1000000
22473,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22474,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
22475,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,1,5000
22476,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22477,T3,CompanySponsored,C1200,ProductDev,Association,1,0,N,1,5000
22478,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
22479,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
22480,T3,Independent,C1000,Preservation,Association,1,5M-10M,N,0,Other
22481,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
22482,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
22483,T4,CompanySponsored,C1000,CommunityServ,Association,1,0,N,1,5000
22484,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,0,1000000
22485,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22486,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,1,5000
22487,T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,0,1000000
22488,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22489,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,1,5000
22490,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22491,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
22492,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22493,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22494,T3,Independent,C1000,Preservation,Trust,1,50M+,N,0,Other
22495,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22496,Other,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22497,T3,CompanySponsored,C1000,Preservation,Trust,1,5M-10M,N,0,Other
22498,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22499,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,0,5000
22500,T4,Independent,C3000,ProductDev,Association,1,0,N,0,5000
22501,T3,CompanySponsored,C2000,Preservation,Association,1,25000-99999,N,0,50000
22502,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22503,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
22504,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
22505,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22506,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22507,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22508,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22509,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
22510,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22511,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22512,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22513,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,0,Other
22514,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22515,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
22516,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
22517,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22518,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22519,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22520,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22521,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
22522,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,1,5000
22523,T4,Independent,C1000,ProductDev,Association,1,0,N,1,5000
22524,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
22525,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
22526,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22527,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
22528,T3,CompanySponsored,C1200,Preservation,Association,1,10000-24999,N,1,1000000
22529,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
22530,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22531,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
22532,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22533,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22534,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22535,Other,Independent,C1000,Preservation,Association,1,1-9999,N,1,1000000
22536,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22537,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
22538,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
22539,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
22540,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22541,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22542,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22543,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
22544,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
22545,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22546,T3,Independent,C1000,Preservation,Association,1,0,N,0,5000
22547,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22548,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,0,50000
22549,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22550,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22551,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22552,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
22553,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22554,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22555,T6,Independent,C2000,ProductDev,Trust,1,100000-499999,N,1,1000000
22556,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22557,T5,CompanySponsored,C3000,ProductDev,Association,1,1M-5M,N,0,Other
22558,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,1,Other
22559,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
22560,Other,Independent,C1000,Preservation,Trust,1,10000-24999,N,1,1000000
22561,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,0,1000000
22562,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
22563,T3,Independent,C1200,Preservation,Trust,1,0,N,0,5000
22564,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22565,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,1,5000
22566,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22567,T3,CompanySponsored,C2000,Preservation,Association,1,25000-99999,N,1,50000
22568,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22569,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22570,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
22571,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
22572,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
22573,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22574,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,1,Other
22575,T7,CompanySponsored,C1000,ProductDev,Trust,1,0,N,0,5000
22576,T6,Independent,C2000,ProductDev,Trust,1,0,N,1,5000
22577,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22578,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
22579,T3,CompanySponsored,C1000,Preservation,Trust,1,5M-10M,N,0,5000
22580,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22581,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
22582,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,Other
22583,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
22584,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,1,1000000
22585,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,1,1000000
22586,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22587,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
22588,T3,Independent,C1000,Preservation,Association,1,0,N,0,5000
22589,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
22590,T7,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
22591,T3,CompanySponsored,C1000,Preservation,Association,1,10M-50M,N,0,5000
22592,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
22593,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22594,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,0,1000000
22595,T3,Independent,C1000,Preservation,Association,1,0,N,1,5000
22596,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
22597,T3,CompanySponsored,C1000,Preservation,Trust,1,10000-24999,N,0,1000000
22598,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
22599,T5,Independent,C3000,ProductDev,Association,1,100000-499999,N,1,1000000
22600,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
22601,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22602,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
22603,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,1,50000
22604,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,1,50000
22605,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,1,1000000
22606,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22607,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
22608,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,50000
22609,T5,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,1,1000000
22610,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,1,1000000
22611,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,Other
22612,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
22613,T6,Independent,C2000,ProductDev,Trust,1,25000-99999,N,1,1000000
22614,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,5000
22615,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22616,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22617,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
22618,T6,Independent,C1000,ProductDev,Association,1,0,N,1,5000
22619,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
22620,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
22621,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
22622,T3,CompanySponsored,C1000,Preservation,Trust,1,10M-50M,N,0,Other
22623,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
22624,Other,Independent,C1000,ProductDev,Trust,1,1M-5M,N,0,Other
22625,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22626,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22627,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,50000
22628,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
22629,T3,Independent,C1200,Preservation,Association,1,0,N,0,5000
22630,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
22631,T6,Independent,C2000,ProductDev,Trust,1,100000-499999,N,1,1000000
22632,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22633,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22634,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
22635,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
22636,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22637,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
22638,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
22639,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,Other
22640,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
22641,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
22642,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
22643,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
22644,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
22645,T3,Independent,C1000,Heathcare,Trust,1,25000-99999,N,1,Other
22646,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,1,50000
22647,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,1,1000000
22648,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22649,T6,Independent,C2000,ProductDev,Trust,1,0,N,1,5000
22650,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,1,1000000
22651,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,1000000
22652,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
22653,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,0,1000000
22654,T7,CompanySponsored,C1000,ProductDev,Association,1,1-9999,N,0,Other
22655,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,0,50000
22656,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
22657,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
22658,T3,Independent,C1000,Preservation,Association,1,0,N,1,5000
22659,T3,Independent,C1000,Preservation,Association,1,0,N,0,5000
22660,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22661,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
22662,T3,Independent,C1000,Preservation,Association,1,0,N,0,5000
22663,T7,Independent,C1000,ProductDev,Association,1,0,N,0,5000
22664,T3,Independent,C1200,Preservation,Trust,1,0,N,0,5000
22665,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,0,1000000
22666,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
22667,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
22668,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
22669,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
22670,T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,0,50000
